sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
635	54|70|109|125	54|109	70|125	143|32|117|110|113|49|88|7|95|71|123|127|33|55|45|79|114|73|4|136	0.266397	0.875	0.918189	0.861134	0.964217	0.954833
636	35|48|109|110	35|48	109|110	142|125|28|132|54|138|143|12|116|113|95|82|130|127|15|136|0|104|33|22	0.287247	0.727273	0.984997	0.955948	0.994169	0.990619
637	47|48|103|125	47|48	103|125	106|81|107|83|12|105|119|32|142|45|73|49|70|130|96|116|95|0|15|88	0.222865	0.875	0.972563	0.933771	0.989918	0.98556
638	15|70|71|110	15|70	71|110	31|40|142|121|58|108|141|3|95|55|88|119|107|120|12|117|109|143|132|47	0.279789	0.666667	0.988105	0.968874	0.995289	0.995247
639	55|70|103|110	55|70	103|110	71|113|22|32|79|134|42|109|136|82|104|125|116|129|77|114|73|75|7|49	0.240796	0.727273	0.965692	0.916965	0.985526	0.983522
640	15|96|110|125	15|125	96|110	7|132|22|73|103|105|95|31|55|58|63|79|114|83|53|33|109|47|128|11	0.230613	0.666667	0.991557	0.975214	0.996886	0.995088
641	35|47|48|71	35|71	47|48	3|127|109|88|53|49|54|142|82|7|58|73|138|104|83|125|70|4|143|1	0.251173	0.727273	0.977341	0.938584	0.991965	0.987584
642	15|31|35|48	15|31	35|48	128|32|63|1|4|82|138|104|12|45|114|95|136|110|103|132|21|7|75|126	0.226959	0.666667	0.984957	0.957609	0.994886	0.993355
643	31|48|71|110	31|71	48|110	121|130|5|125|103|139|70|116|142|126|120|108|4|1|132|12|107|113|128|7	0.259957	0.666667	0.984593	0.954923	0.994404	0.992278
644	70|103|109|110	70|110	103|109	136|134|47|104|127|77|114|33|139|48|132|40|49|126|128|141|83|1|58|21	0.239398	0.666667	0.976712	0.937237	0.990338	0.985715
645	54|55|103|126	54|55	103|126	7|104|96|139|21|75|4|105|83|31|22|35|123|5|77|0|49|128|1|110	0.233069	0.615385	0.965681	0.909847	0.985141	0.982036
646	54|55|70|125	54|55	70|125	136|123|15|1|47|139|107|128|3|113|141|77|88|132|117|81|110|75|33|5	0.255248	0.666667	0.9791	0.949153	0.991611	0.989966
647	31|47|70|126	31|70	47|126	142|110|114|116|88|12|103|40|120|55|121|134|82|143|117|3|45|58|113|77	0.236081	0.615385	0.936452	0.872751	0.972717	0.969147
648	15|48|96|125	15|96	48|125	31|82|70|12|128|5|71|22|21|42|114|139|130|54|117|28|58|132|106|103	0.240868	0.666667	0.988176	0.970701	0.99591	0.993911
649	15|54|96|110	15|96	54|110	79|132|32|120|5|126|123|127|128|142|103|42|116|28|40|77|45|73|71|75	0.255531	0.571429	0.957436	0.899533	0.98321	0.979932
650	15|31|55|71	15|31	55|71	35|83|5|127|121|109|143|73|88|116|28|128|7|138|40|48|1|114|32|130	0.250556	0.666667	0.965567	0.923101	0.98545	0.983481
651	15|47|55|103	15|47	55|103	33|70|136|40|138|0|11|120|132|123|105|54|5|125|45|83|134|79|82|142	0.235554	0.666667	0.963636	0.911483	0.985526	0.982891
652	15|47|55|96	15|47	55|96	113|75|73|127|70|63|134|45|77|4|142|108|109|121|126|138|120|117|103|123	0.230851	0.5	0.967843	0.92425	0.988562	0.986896
653	31|47|71|125	31|71	47|125	106|123|127|58|1|95|128|15|35|81|138|70|105|63|42|12|54|82|103|21	0.228307	0.8	0.981488	0.948974	0.99353	0.990759
654	55|71|110|125	55|71	110|125	45|142|132|75|96|63|138|134|77|42|11|141|129|126|28|103|0|106|119|105	0.242351	0.666667	0.976574	0.939896	0.990904	0.988221
655	31|48|54|96	31|48	54|96	117|63|11|1|33|75|128|125|0|5|130|21|4|123|139|126|129|95|55|107	0.258321	0.666667	0.963664	0.916944	0.986474	0.978524
656	15|48|71|125	15|125	48|71	28|33|96|128|136|107|31|106|134|129|142|77|113|47|88|70|143|42|82|55	0.249932	0.666667	0.994341	0.986877	0.997919	0.99754
657	31|54|110|125	31|125	54|110	55|105|114|119|126|11|22|120|21|117|15|127|79|3|77|95|106|4|103|33	0.252204	0.666667	0.967713	0.915278	0.986787	0.979805
658	48|54|70|109	48|109	54|70	73|71|128|125|83|116|126|53|95|1|136|45|141|103|42|117|142|4|107|82	0.259425	0.666667	0.95642	0.914752	0.982139	0.976298
659	47|54|96|125	47|96	54|125	120|0|71|45|1|4|109|82|119|3|103|75|11|132|7|35|70|107|22|129	0.250538	0.666667	0.972033	0.928703	0.990217	0.985052
660	48|71|96|110	48|96	71|110	120|28|127|138|79|113|143|4|117|119|3|88|103|116|81|136|129|77|73|82	0.267034	0.727273	0.961115	0.894344	0.984499	0.980863
661	48|71|103|125	48|103	71|125	21|7|123|47|120|132|22|58|107|104|108|42|11|96|113|32|28|5|134|0	0.242068	0.615385	0.991273	0.975734	0.996945	0.996225
662	47|48|109|110	47|110	48|109	77|88|136|129|117|105|103|125|73|0|53|138|107|141|5|120|7|70|15|119	0.261186	0.666667	0.966061	0.914984	0.987284	0.981281
663	47|48|110|125	47|48	110|125	126|11|142|120|132|55|106|77|123|79|31|113|63|104|75|33|35|116|139|71	0.259599	0.727273	0.968603	0.917322	0.988909	0.983167
664	35|48|54|126	35|126	48|54	82|70|108|49|134|31|136|58|116|103|104|138|33|143|71|15|4|3|142|105	0.268279	0.666667	0.983638	0.952181	0.993957	0.99333
665	31|47|103|125	31|125	47|103	95|106|58|113|35|139|96|12|0|32|1|3|63|77|108|28|117|42|49|73	0.227498	0.875	0.960783	0.903732	0.984229	0.978227
666	31|70|71|109	31|70	71|109	79|5|63|4|143|142|12|0|15|45|127|88|75|40|132|95|110|106|42|21	0.263202	0.666667	0.938972	0.875965	0.973049	0.965313
667	31|48|96|103	31|96	48|103	113|12|109|11|120|28|117|42|4|71|70|106|129|136|35|128|32|75|143|55	0.232104	0.666667	0.984836	0.961171	0.993587	0.992355
668	15|47|125|126	15|126	47|125	21|4|107|105|70|32|81|110|77|109|104|1|130|40|73|49|129|132|63|120	0.230063	0.875	0.963871	0.908469	0.986504	0.986299
669	35|48|55|70	35|70	48|55	104|79|132|45|106|116|32|136|7|143|15|40|11|33|117|28|1|103|127|125	0.27614	0.727273	0.967386	0.910489	0.986042	0.982652
670	55|71|96|126	55|126	71|96	70|15|143|40|7|103|129|77|113|58|63|104|88|49|0|95|22|83|134|3	0.24236	0.666667	0.975645	0.931158	0.990188	0.986819
671	15|35|103|109	15|35	103|109	79|130|12|113|139|71|83|132|120|53|54|106|55|110|49|11|95|123|81|128	0.264621	0.75	0.989564	0.969643	0.995368	0.993672
672	31|54|70|109	31|70	54|109	71|126|11|132|88|53|48|141|35|119|3|40|63|32|123|75|104|114|108|83	0.267284	0.666667	0.957344	0.915042	0.982626	0.980299
673	48|96|125|126	48|96	125|126	32|54|106|49|53|123|109|75|103|88|15|79|71|120|81|82|12|130|117|139	0.249033	0.875	0.983105	0.951451	0.993733	0.991175
674	35|55|125|126	35|125	55|126	96|28|75|123|139|129|83|77|107|45|117|128|63|21|1|142|48|11|53|82	0.242598	0.666667	0.974198	0.923922	0.988733	0.978468
675	35|71|109|125	35|71	109|125	107|138|143|28|105|12|108|114|75|48|70|40|58|88|81|31|49|33|126|7	0.250208	0.875	0.992563	0.975907	0.997292	0.995652
676	15|31|47|109	15|31	47|109	108|45|35|117|71|3|21|7|4|113|107|73|119|134|28|126|48|55|136|96	0.258724	0.666667	0.974099	0.932713	0.990202	0.985473
677	47|54|103|125	47|103	54|125	130|82|70|53|138|42|58|35|1|55|114|116|81|15|96|109|142|132|129|128	0.235316	0.8	0.980592	0.946219	0.992853	0.988982
678	48|71|96|125	48|96	71|125	117|42|40|35|121|116|107|7|95|83|28|136|49|82|141|119|22|132|73|81	0.253515	0.875	0.963036	0.896957	0.985307	0.976141
679	47|55|125|126	47|125	55|126	109|138|33|0|77|28|4|116|49|108|54|12|82|1|63|31|121|103|5|132	0.235897	0.875	0.963529	0.905928	0.985656	0.984376
680	15|31|47|54	15|31	47|54	113|11|73|106|42|71|134|132|70|104|121|130|81|77|55|109|129|128|3|53	0.25137	0.8	0.971139	0.925518	0.988355	0.983565
681	15|55|71|110	15|71	55|110	104|119|134|136|40|53|83|127|121|58|22|35|11|141|12|142|117|33|138|105	0.249771	0.666667	0.949902	0.889567	0.979223	0.976101
682	35|47|48|71	35|47	48|71	125|1|108|136|32|70|28|11|127|129|54|139|15|83|81|132|142|22|110|73	0.259753	0.727273	0.981982	0.948774	0.993637	0.989887
683	54|70|96|103	54|96	70|103	127|21|104|88|31|48|139|129|81|132|123|108|75|107|134|55|120|12|5|142	0.249887	0.666667	0.950427	0.905577	0.980179	0.975874
684	96|103|109|126	96|109	103|126	12|42|83|71|1|136|58|113|53|107|117|4|49|128|35|134|95|104|40|0	0.245186	0.666667	0.91174	0.841446	0.959113	0.956737
685	35|48|71|96	35|71	48|96	77|106|81|88|15|126|49|53|134|5|75|130|3|22|40|79|119|95|28|83	0.258044	0.727273	0.982378	0.946369	0.993298	0.988705
686	48|55|70|110	48|110	55|70	82|4|121|12|130|127|125|95|3|28|116|22|134|143|7|139|15|141|108|132	0.268617	0.727273	0.946391	0.864167	0.977215	0.966495
687	48|54|55|126	48|126	54|55	22|73|117|12|3|110|120|33|113|81|0|28|141|116|105|75|125|11|4|128	0.263407	0.666667	0.941396	0.866649	0.975012	0.972159
688	35|47|55|70	35|47	55|70	142|31|138|128|63|95|54|81|58|45|109|126|143|3|129|22|71|32|77|136	0.236799	0.666667	0.972434	0.929683	0.989374	0.988753
689	35|70|109|110	35|110	70|109	107|119|120|96|40|129|4|126|132|28|117|113|47|12|7|95|21|116|141|45	0.287661	0.75	0.984302	0.956387	0.99334	0.992573
690	31|70|71|110	31|110	70|71	129|3|139|75|103|5|55|42|127|63|132|73|33|53|104|47|12|45|79|136	0.248864	0.666667	0.982899	0.954687	0.993102	0.992127
691	54|71|125|126	54|71	125|126	121|40|104|79|132|21|32|96|83|109|5|35|15|31|105|49|55|48|127|119	0.26003	0.875	0.980071	0.943721	0.991257	0.990608
692	47|96|110|126	47|126	96|110	5|58|40|108|49|141|42|130|106|134|107|22|48|70|120|127|132|88|73|3	0.23382	0.8	0.956374	0.895704	0.982194	0.977551
693	15|31|55|96	15|31	55|96	83|47|45|130|117|11|79|132|141|82|129|75|70|142|21|42|127|48|53|58	0.23516	0.666667	0.982188	0.953767	0.992568	0.991031
694	15|48|70|125	15|70	48|125	55|5|53|42|73|11|143|3|49|114|4|120|108|47|129|117|132|33|119|142	0.267895	0.875	0.986193	0.965389	0.994434	0.992156
695	15|55|109|125	15|55	109|125	5|21|116|117|119|114|123|126|141|35|103|71|110|45|1|95|48|54|63|75	0.241194	0.615385	0.983383	0.959802	0.992209	0.986143
696	47|48|54|109	47|109	48|54	7|116|105|127|73|134|123|82|126|55|33|11|35|103|83|53|129|114|107|96	0.241966	0.727273	0.967771	0.928077	0.988186	0.984564
697	55|96|103|110	55|110	96|103	49|40|125|116|81|107|22|28|105|53|73|1|31|47|104|119|48|0|32|120	0.234978	0.727273	0.981293	0.949339	0.992	0.990666
698	31|35|54|125	31|54	35|125	113|49|117|58|136|123|88|141|42|104|128|0|106|130|142|110|4|126|81|5	0.243901	0.875	0.970596	0.923433	0.988613	0.980105
699	15|35|47|109	15|35	47|109	95|141|5|83|107|110|106|33|113|103|104|125|42|32|126|114|11|54|45|71	0.253418	0.8	0.981758	0.948573	0.992646	0.989247
700	47|103|125|126	47|126	103|125	45|79|142|3|129|21|54|7|114|117|42|58|4|15|49|11|143|127|108|139	0.237391	0.875	0.968315	0.920555	0.987548	0.981005
701	15|54|109|126	15|54	109|126	7|143|28|42|141|117|49|134|40|81|142|82|31|120|1|45|125|47|63|127	0.24715	0.666667	0.977556	0.944659	0.990795	0.989613
702	47|55|71|96	47|71	55|96	132|40|82|113|114|73|4|12|32|81|106|42|108|138|128|117|109|11|95|0	0.252766	0.8	0.963069	0.909067	0.985761	0.98134
703	15|47|55|70	15|55	47|70	88|4|73|132|31|35|134|63|54|104|22|143|33|139|130|108|53|28|107|109	0.252973	0.666667	0.958853	0.905582	0.98446	0.981742
704	15|55|109|125	15|55	109|125	53|73|116|117|75|114|134|129|119|48|45|63|83|103|0|77|22|4|104|120	0.234686	0.615385	0.963981	0.911739	0.985265	0.98095
705	48|55|71|110	48|55	71|110	132|21|53|136|33|113|120|130|95|128|104|88|7|123|54|79|77|139|15|138	0.268594	0.727273	0.97581	0.937349	0.990147	0.989614
706	31|70|103|109	31|70	103|109	40|53|48|110|141|113|136|28|15|106|58|47|128|119|121|125|138|22|105|116	0.253258	0.727273	0.980178	0.950933	0.991099	0.989429
707	35|47|71|109	35|47	71|109	7|33|132|21|141|103|53|119|106|126|75|40|81|121|79|54|31|108|136|70	0.26807	0.75	0.983483	0.953185	0.994296	0.991457
708	54|55|71|109	54|55	71|109	106|83|139|121|129|4|81|32|5|130|73|114|21|116|12|136|123|79|70|3	0.265317	0.666667	0.974017	0.937289	0.989248	0.986359
709	31|35|103|109	31|109	35|103	28|45|71|49|33|48|32|123|113|12|54|110|116|63|15|119|3|105|114|88	0.25667	0.727273	0.988538	0.967615	0.994672	0.993609
710	48|54|103|126	48|126	54|103	110|117|71|49|138|119|141|116|139|88|5|73|106|4|3|11|132|53|42|123	0.261885	0.727273	0.934391	0.867034	0.968435	0.96005
711	47|48|54|70	47|70	48|54	81|58|141|132|126|12|3|143|120|105|139|121|113|31|88|75|136|109|53|117	0.254226	0.666667	0.962117	0.910153	0.985846	0.981353
712	15|54|55|110	15|54	55|110	75|107|73|134|103|22|113|1|142|104|139|33|119|88|0|143|45|128|123|114	0.244648	0.5	0.948765	0.877371	0.980029	0.977
713	35|55|71|96	35|96	55|71	3|126|32|83|79|121|95|139|114|81|5|42|7|128|53|21|134|22|70|108	0.246704	0.75	0.984797	0.958442	0.994319	0.994004
714	15|70|125|126	15|125	70|126	49|73|40|75|77|88|106|42|71|128|105|28|117|53|143|95|119|109|55|114	0.241111	0.875	0.970555	0.922526	0.987749	0.979441
715	15|35|55|125	15|55	35|125	127|1|71|117|31|63|58|134|109|42|5|11|0|126|104|128|75|7|70|4	0.240286	0.666667	0.990876	0.975104	0.995788	0.99328
716	54|70|103|125	54|125	70|103	104|7|119|83|130|48|116|4|1|21|53|107|40|129|106|75|82|77|105|110	0.250338	0.727273	0.941151	0.887778	0.975108	0.970467
717	55|103|109|125	55|125	103|109	104|11|141|45|123|54|21|77|96|3|110|49|0|12|113|63|130|119|108|127	0.253537	0.875	0.98588	0.958786	0.99358	0.991977
718	15|48|55|103	15|55	48|103	58|126|88|21|63|130|47|1|77|40|104|109|132|123|53|138|117|71|108|5	0.249969	0.666667	0.98325	0.958665	0.992737	0.988357
719	15|48|70|110	15|70	48|110	79|107|106|11|12|120|55|104|134|75|71|130|132|117|7|141|1|129|32|113	0.281027	0.727273	0.958707	0.892532	0.983106	0.977157
720	47|55|71|126	47|71	55|126	121|83|12|81|77|48|1|119|143|63|21|127|105|7|33|123|3|132|141|134	0.231665	0.615385	0.921267	0.822338	0.966643	0.96164
721	15|55|103|110	15|55	103|110	79|32|7|73|71|82|95|58|33|117|31|126|42|127|28|106|123|22|125|83	0.236769	0.571429	0.979133	0.946892	0.991271	0.990464
722	96|103|109|125	96|103	109|125	113|132|141|104|21|11|128|32|116|107|1|134|119|55|70|136|129|83|53|82	0.246646	0.727273	0.978837	0.945556	0.991528	0.990068
723	54|71|125|126	54|125	71|126	103|48|42|0|5|95|22|7|143|35|3|123|70|108|31|49|116|107|120|132	0.267216	0.875	0.979803	0.940394	0.992167	0.991158
724	35|55|70|109	35|70	55|109	123|142|105|114|129|48|71|106|7|11|107|15|45|113|126|138|32|132|22|81	0.273672	0.666667	0.97102	0.931926	0.987822	0.987377
725	47|54|55|110	47|110	54|55	116|103|0|4|63|138|106|21|121|126|81|12|42|108|28|40|73|117|79|31	0.257234	0.8	0.953594	0.895114	0.981285	0.978862
726	47|96|109|126	47|109	96|126	127|49|121|88|70|143|105|77|107|129|139|123|104|134|138|110|130|113|40|128	0.241449	0.666667	0.954342	0.892688	0.981544	0.979854
727	15|35|54|103	15|54	35|103	127|130|45|125|109|116|73|12|5|104|58|22|113|119|47|132|0|110|40|21	0.26771	0.727273	0.98728	0.963352	0.99392	0.991731
728	35|47|48|96	35|47	48|96	121|49|103|4|109|141|81|143|54|1|75|83|70|82|7|129|110|127|55|28	0.253316	0.75	0.979142	0.943406	0.992672	0.98947
729	15|54|71|126	15|71	54|126	53|107|42|143|63|5|136|81|4|58|110|127|40|35|7|129|45|132|123|0	0.260743	0.5	0.936017	0.856552	0.972083	0.954898
730	35|55|109|110	35|110	55|109	71|31|117|42|82|4|139|103|142|114|106|1|5|70|125|134|79|130|105|32	0.249547	0.666667	0.976436	0.934384	0.990134	0.986791
731	35|54|103|109	35|103	54|109	136|4|77|123|132|5|48|81|114|75|83|49|126|58|3|141|116|119|96|127	0.261537	0.727273	0.982227	0.956889	0.992615	0.987625
732	55|96|109|126	55|126	96|109	123|129|4|121|108|58|49|104|120|70|95|139|128|11|117|105|71|75|143|21	0.244605	0.666667	0.966838	0.9121	0.986164	0.983246
733	31|35|109|126	31|35	109|126	139|70|54|4|63|108|132|110|121|28|120|129|49|123|77|88|141|22|142|53	0.255961	0.75	0.98149	0.948822	0.992008	0.988994
734	35|55|103|109	35|103	55|109	28|1|45|49|5|48|105|12|21|11|88|95|130|108|119|15|4|58|77|104	0.253283	0.666667	0.952665	0.882217	0.978692	0.972165
735	15|48|54|126	15|48	54|126	33|106|119|73|11|0|12|45|134|121|96|110|53|40|21|75|136|108|55|142	0.25108	0.666667	0.968531	0.918362	0.987178	0.98015
736	47|48|70|126	47|70	48|126	110|134|28|139|81|127|121|22|79|109|0|4|129|114|107|136|11|123|132|54	0.261388	0.727273	0.964387	0.911986	0.986445	0.983463
737	47|55|71|125	47|55	71|125	11|42|22|108|104|31|28|132|128|134|35|142|123|107|15|81|103|77|58|0	0.242562	0.8	0.967818	0.911585	0.988179	0.980225
738	31|71|103|109	31|109	71|103	54|45|95|77|142|4|73|106|127|130|110|48|128|88|55|136|132|121|82|0	0.251097	0.666667	0.986324	0.961043	0.994131	0.99288
739	47|54|71|125	47|71	54|125	32|138|113|126|31|40|81|48|45|130|96|79|95|28|63|82|77|5|12|114	0.23743	0.666667	0.971819	0.929274	0.989387	0.985619
740	54|110|125|126	54|126	110|125	117|70|15|95|77|105|142|28|71|127|82|5|132|116|114|75|96|141|12|32	0.257216	0.666667	0.976279	0.935213	0.990386	0.989028
741	55|96|103|126	55|103	96|126	11|1|107|104|73|3|48|22|45|32|141|12|28|75|128|129|109|5|71|31	0.227983	0.666667	0.97316	0.929752	0.988545	0.986193
742	15|70|71|125	15|70	71|125	113|116|5|75|11|40|134|33|108|79|119|88|142|73|3|53|7|106|129|0	0.256682	0.666667	0.956477	0.887869	0.98216	0.972679
743	15|31|54|109	15|54	31|109	40|55|129|53|113|22|142|83|58|128|32|77|47|106|103|117|107|120|45|3	0.255499	0.666667	0.980407	0.952891	0.991742	0.99141
744	31|54|70|96	31|54	70|96	104|120|138|77|58|106|63|132|88|139|79|82|55|130|109|28|0|42|15|134	0.238612	0.666667	0.967085	0.928101	0.986585	0.985924
745	15|103|125|126	15|103	125|126	110|7|139|63|123|4|88|77|75|105|22|12|71|104|11|49|53|73|130|33	0.229707	0.875	0.951043	0.889671	0.978671	0.975009
746	47|71|110|126	47|110	71|126	48|88|53|55|123|75|54|108|33|79|0|73|120|45|105|121|96|134|49|119	0.24003	0.615385	0.963394	0.911857	0.985451	0.982978
747	47|71|125|126	47|71	125|126	21|15|127|108|130|31|0|113|117|143|49|77|116|109|106|32|107|96|45|83	0.2505	0.875	0.970847	0.921626	0.98814	0.98399
748	103|109|125|126	103|109	125|126	42|35|33|117|95|106|15|132|3|71|120|63|11|141|32|121|48|82|138|70	0.257795	0.666667	0.980322	0.948071	0.991287	0.990744
749	54|70|110|125	54|70	110|125	123|0|21|48|77|120|132|134|53|33|55|109|32|83|15|141|3|45|105|116	0.270389	0.666667	0.966944	0.922428	0.985894	0.979661
750	47|54|96|103	47|54	96|103	53|4|82|21|121|109|141|123|70|35|45|108|73|104|105|32|114|40|127|15	0.235136	0.533333	0.971916	0.929102	0.989539	0.986705
751	31|70|71|109	31|71	70|109	121|81|15|3|119|55|114|113|7|110|28|128|35|123|134|22|32|73|1|21	0.26756	0.666667	0.937825	0.881109	0.972029	0.961699
752	35|54|71|125	35|125	54|71	106|143|7|110|81|132|28|32|119|117|42|22|127|82|45|49|108|88|0|96	0.276501	0.875	0.986639	0.961324	0.995364	0.991924
753	15|54|55|70	15|70	54|55	136|139|71|3|143|22|63|123|5|108|53|106|81|40|1|12|82|114|47|121	0.264571	0.615385	0.978614	0.949102	0.991278	0.990846
754	55|70|96|110	55|110	70|96	141|81|143|116|22|132|75|139|119|47|95|142|123|40|121|109|77|48|63|114	0.249308	0.666667	0.978463	0.946173	0.990799	0.990654
755	31|55|110|125	31|110	55|125	127|82|33|5|109|21|70|79|12|103|4|75|54|128|121|119|32|116|45|47	0.240485	0.666667	0.98321	0.954545	0.992943	0.992329
756	15|47|48|70	15|48	47|70	1|7|81|75|132|134|114|31|12|129|0|45|73|54|120|5|58|106|142|11	0.243943	0.666667	0.971471	0.927657	0.99044	0.986143
757	48|71|125|126	48|126	71|125	49|142|40|73|104|103|121|141|120|15|3|130|63|79|55|113|45|1|114|136	0.253249	0.875	0.978861	0.942226	0.99207	0.987054
758	35|48|70|96	35|70	48|96	113|77|0|139|42|136|82|63|15|58|130|138|129|142|47|32|49|95|79|126	0.262043	0.727273	0.986388	0.962104	0.99529	0.994476
759	15|54|70|103	15|103	54|70	35|143|0|49|110|71|28|128|119|75|117|120|11|108|55|47|73|123|4|63	0.262603	0.571429	0.980262	0.952906	0.991378	0.987924
760	47|54|96|103	47|54	96|103	33|110|139|114|12|113|49|0|108|35|45|77|120|81|105|32|119|40|83|141	0.22466	0.533333	0.895228	0.830589	0.952178	0.942464
761	35|54|70|110	35|110	54|70	113|0|126|129|138|42|109|79|142|77|31|55|15|103|47|21|106|83|40|132	0.271483	0.666667	0.988268	0.967689	0.995037	0.994361
762	15|35|47|71	15|71	35|47	120|11|55|4|1|116|0|128|79|121|21|88|132|28|119|83|77|129|108|114	0.267492	0.75	0.942143	0.851122	0.977106	0.964042
763	31|48|70|103	31|70	48|103	63|71|11|54|136|130|109|105|121|119|108|141|107|88|77|125|129|82|79|21	0.257358	0.727273	0.979968	0.949573	0.991677	0.988498
764	15|48|109|110	15|110	48|109	96|11|63|104|28|21|55|49|77|47|32|31|128|33|108|129|127|40|142|7	0.272298	0.727273	0.99164	0.976504	0.996939	0.996903
765	15|55|109|126	15|109	55|126	12|103|107|83|141|129|48|54|130|0|142|32|138|95|47|5|63|70|49|77	0.253879	0.666667	0.983081	0.952951	0.992684	0.98816
766	31|47|55|126	31|126	47|55	4|12|82|32|35|40|54|127|42|114|3|139|63|73|116|104|117|1|48|22	0.233042	0.8	0.957137	0.895495	0.982148	0.979215
767	31|48|54|126	31|54	48|126	63|129|104|123|83|95|11|22|130|105|21|132|75|7|3|142|15|73|81|53	0.239724	0.666667	0.929968	0.856046	0.970532	0.965501
768	48|55|125|126	48|125	55|126	35|108|82|28|77|121|15|33|141|81|134|63|113|45|123|88|139|3|71|105	0.248936	0.666667	0.96402	0.898825	0.985316	0.975696
769	15|35|54|70	15|70	35|54	132|129|1|88|81|114|105|117|58|12|21|33|4|28|110|55|139|96|121|141	0.269907	0.75	0.971535	0.932525	0.988614	0.988028
770	47|54|55|96	47|54	55|96	104|4|83|110|1|5|128|81|113|109|136|21|7|71|129|130|70|48|132|3	0.252073	0.666667	0.968535	0.921134	0.987832	0.98397
771	54|55|110|125	54|55	110|125	58|22|130|75|42|120|134|73|96|1|70|81|108|141|45|83|139|126|119|12	0.242001	0.615385	0.982641	0.951954	0.992947	0.991999
772	47|109|110|126	47|110	109|126	130|12|45|143|40|77|119|106|88|141|129|103|3|132|28|138|15|104|113|142	0.254699	0.666667	0.928673	0.847316	0.969678	0.9658
773	15|47|70|109	15|70	47|109	108|58|48|141|79|11|128|32|134|130|105|7|123|139|82|143|96|104|126|33	0.2381	0.666667	0.966558	0.922129	0.987824	0.985376
774	31|55|70|125	31|55	70|125	104|129|136|138|117|114|0|42|79|109|63|141|3|15|139|75|11|4|82|143	0.230821	0.666667	0.972024	0.929679	0.988478	0.986741
775	31|48|70|126	31|126	48|70	63|109|42|83|103|134|88|141|95|130|106|123|58|7|108|0|110|121|105|49	0.252643	0.666667	0.969863	0.92567	0.986994	0.985026
776	48|96|110|126	48|96	110|126	139|35|138|117|132|0|21|127|129|79|55|73|22|7|45|116|28|142|143|107	0.266645	0.727273	0.935298	0.849752	0.971491	0.96986
777	31|35|109|110	31|35	109|110	4|22|119|28|121|79|0|113|125|128|96|129|142|103|53|106|123|1|95|120	0.277603	0.75	0.976259	0.933392	0.990602	0.987836
778	35|96|103|126	35|103	96|126	75|104|12|55|110|141|5|54|83|7|47|22|31|123|45|33|128|49|58|125	0.219413	0.666667	0.989318	0.969942	0.995523	0.993309
779	47|55|70|109	47|70	55|109	134|81|79|3|88|114|113|121|4|138|127|1|120|126|104|48|11|132|117|45	0.246546	0.666667	0.940946	0.880547	0.976466	0.968023
780	35|54|71|96	35|54	71|96	53|45|139|75|88|42|11|32|31|127|49|95|3|110|55|58|129|123|104|142	0.247773	0.666667	0.964868	0.922461	0.986648	0.985307
781	15|55|70|103	15|70	55|103	42|3|107|79|139|120|77|138|114|104|126|47|129|88|141|83|134|108|113|110	0.251602	0.533333	0.977722	0.950267	0.990335	0.98989
782	54|71|103|125	54|103	71|125	81|108|105|139|33|120|31|53|12|143|130|15|70|132|47|141|129|104|110|119	0.24265	0.666667	0.98941	0.970175	0.995561	0.993369
783	47|54|70|125	47|54	70|125	105|136|129|7|1|0|106|139|114|32|81|75|15|53|71|77|120|121|110|22	0.236913	0.5	0.916847	0.85278	0.965477	0.954398
784	35|47|54|126	35|47	54|126	130|12|141|1|63|15|121|82|77|136|83|75|31|79|40|117|3|55|71|128	0.244502	0.75	0.945325	0.874902	0.978535	0.978284
785	31|103|125|126	31|126	103|125	71|21|49|12|63|79|142|4|134|82|53|139|130|129|70|108|32|107|42|75	0.223424	0.875	0.977842	0.948133	0.990347	0.985936
786	35|96|110|126	35|96	110|126	40|141|136|42|129|70|3|132|116|79|125|138|81|88|75|48|117|54|123|4	0.257534	0.666667	0.979673	0.942785	0.991174	0.986657
787	15|47|103|126	15|103	47|126	48|33|129|96|21|113|31|70|107|142|75|55|119|58|128|130|104|42|123|45	0.225228	0.8	0.97744	0.939314	0.991259	0.986107
788	15|96|103|109	15|96	103|109	142|130|125|105|47|123|22|139|127|33|31|3|138|79|21|28|143|136|42|53	0.233938	0.571429	0.978247	0.943527	0.991177	0.989393
789	15|47|96|103	15|96	47|103	1|5|127|126|79|54|123|125|109|31|70|134|116|58|32|22|105|138|95|28	0.242751	0.727273	0.976624	0.935079	0.99172	0.990181
790	48|71|109|126	48|109	71|126	110|134|35|79|130|88|32|40|77|49|95|138|104|139|53|125|22|11|116|42	0.274968	0.727273	0.940872	0.860952	0.974128	0.970622
791	15|31|55|126	15|55	31|126	73|1|21|54|123|32|40|104|110|125|58|106|103|113|88|116|0|128|71|129	0.23546	0.6	0.97838	0.949872	0.990896	0.990846
792	15|31|54|125	15|31	54|125	58|28|114|96|116|127|88|79|119|104|40|4|63|49|47|121|129|7|106|103	0.250162	0.875	0.985294	0.958065	0.993582	0.99357
793	47|48|54|55	47|54	48|55	1|121|138|32|96|132|3|0|28|4|134|106|120|83|113|117|108|126|58|75	0.249935	0.666667	0.955524	0.891003	0.981887	0.978983
